gene,CHR,GENE,START,END,N_SNPS,start_idx_chr,end_idx_chr,chr_start_idx_gw
SLC12A4,16,SLC12A4,67978229,68002525,2,10924,10925,400275
DUS2L,16,DUS2L,68057203,68113184,4,10928,10931,400275
NFATC3,16,NFATC3,68119374,68260837,11,10932,10942,400275
LYPLA3,16,LYPLA3,68279246,68294961,4,10945,10948,400275
SLC7A6,16,SLC7A6,68298422,68335722,2,10950,10951,400275
SLC7A6OS,16,SLC7A6OS,68334519,68344848,4,10952,10955,400275
PRMT7,16,PRMT7,68344944,68391162,11,10956,10966,400275
SMPD3,16,SMPD3,68392229,68482404,12,10967,10978,400275
ZFP90,16,ZFP90,68573660,68601039,4,10989,10992,400275
CDH3,16,CDH3,68678150,68732957,8,10998,11005,400275
CDH1,16,CDH1,68771194,68869444,16,11012,11027,400275
TMCO7,16,TMCO7,68877508,69119085,20,11028,11047,400275
CTF8,16,CTF8,69151912,69166484,2,11052,11053,400275
CIRH1A,16,CIRH1A,69166498,69202937,3,11054,11056,400275
SNTB2,16,SNTB2,69221049,69342955,8,11060,11067,400275
VPS4A,16,VPS4A,69345286,69358946,4,11068,11071,400275
COG8,16,COG8,69362523,69373526,4,11072,11075,400275
NIP7,16,NIP7,69373545,69377009,2,11076,11077,400275
TMED6,16,TMED6,69377159,69385689,3,11078,11080,400275
TERF2,16,TERF2,69389532,69419873,7,11081,11087,400275
CYB5B,16,CYB5B,69458497,69500167,8,11092,11099,400275
NFAT5,16,NFAT5,69598996,69738553,8,11128,11135,400275
NQO1,16,NQO1,69743303,69760533,6,11136,11141,400275
NOB1,16,NOB1,69775773,69788829,2,11143,11144,400275
WWP2,16,WWP2,69796273,69975643,35,11146,11180,400275
AARS,16,AARS,70286296,70323412,2,11191,11192,400275
DDX19B,16,DDX19B,70333071,70367731,4,11194,11197,400275
DDX19A,16,DDX19A,70380823,70407281,2,11199,11200,400275
ST3GAL2,16,ST3GAL2,70413337,70472991,11,11202,11212,400275
FUK,16,FUK,70488497,70514177,3,11215,11217,400275
COG4,16,COG4,70514471,70557457,5,11218,11222,400275
SF3B3,16,SF3B3,70557700,70606201,7,11223,11229,400275
IL34,16,IL34,70680467,70694584,5,11235,11239,400275
ABBA-1,16,ABBA-1,70695106,70719954,2,11240,11241,400275
VAC14,16,VAC14,70721341,70835061,23,11242,11264,400275
HYDIN,16,HYDIN,70841288,71264569,20,11266,11285,400275
FLJ11171,16,FLJ11171,71316202,71323509,4,11288,11291,400275
CALB2,16,CALB2,71392625,71424342,3,11305,11307,400275
ZNF23,16,ZNF23,71481502,71496117,2,11317,11318,400275
ZNF19,16,ZNF19,71507975,71523254,4,11319,11322,400275
CHST4,16,CHST4,71560060,71572416,4,11325,11328,400275
TAT,16,TAT,71600753,71610998,3,11335,11337,400275
MARVELD3,16,MARVELD3,71660069,71675868,3,11339,11341,400275
PHLPPL,16,PHLPPL,71678851,71748704,7,11342,11348,400275
AP1G1,16,AP1G1,71762904,71842976,9,11350,11358,400275
KIAA0174,16,KIAA0174,71929445,71962906,7,11366,11372,400275
HPR,16,HPR,72097124,72111145,3,11394,11396,400275
TXNL4B,16,TXNL4B,72118755,72127514,2,11399,11400,400275
DHX38,16,DHX38,72127614,72146811,6,11401,11406,400275
PMFBP1,16,PMFBP1,72152997,72206024,7,11408,11414,400275
ZFHX3,16,ZFHX3,72816785,73082274,68,11475,11542,400275
LOC283902,16,LOC283902,73126523,73127672,2,11555,11556,400275
GLG1,16,GLG1,74485855,74641017,26,11884,11909,400275
RFWD3,16,RFWD3,74655296,74700779,8,11911,11918,400275
MLKL,16,MLKL,74705760,74734789,9,11921,11929,400275
FA2H,16,FA2H,74746857,74808721,12,11935,11946,400275
WDR59,16,WDR59,74907470,75019017,32,11977,12008,400275
ZNRF1,16,ZNRF1,75032914,75144892,13,12012,12024,400275
ZFP1,16,ZFP1,75182420,75206132,10,12029,12038,400275
CTRB1,16,CTRB1,75252883,75258822,2,12051,12052,400275
BCAR1,16,BCAR1,75262927,75285503,13,12055,12067,400275
CFDP1,16,CFDP1,75327607,75467387,26,12080,12105,400275
TMEM170A,16,TMEM170A,75480922,75498584,4,12109,12112,400275
CHST6,16,CHST6,75507021,75528926,10,12116,12125,400275
CHST5,16,CHST5,75562427,75569068,3,12139,12141,400275
FLJ22167,16,FLJ22167,75572014,75590170,4,12143,12146,400275
ADAT1,16,ADAT1,75632997,75657154,5,12151,12155,400275
KARS,16,KARS,75661621,75681585,4,12158,12161,400275
TERF2IP,16,TERF2IP,75681683,75691328,3,12162,12164,400275
CNTNAP4,16,CNTNAP4,76311175,76593135,64,12257,12320,400275
MON1B,16,MON1B,77224835,77233543,2,12443,12444,400275
LOC100130958,16,LOC100130958,77233348,77246976,7,12445,12451,400275
ADAMTS18,16,ADAMTS18,77316024,77469011,44,12468,12511,400275
NUDT7,16,NUDT7,77756410,77776154,13,12580,12592,400275
KIAA1576,16,KIAA1576,77822482,78014001,83,12609,12691,400275
CLEC3A,16,CLEC3A,78056442,78065998,3,12702,12704,400275
WWOX,16,WWOX,78133550,79246564,456,12716,13171,400275
MAF,16,MAF,79628230,79634611,2,13314,13315,400275
DYNLRB2,16,DYNLRB2,80574853,80584541,2,13559,13560,400275
CDYL2,16,CDYL2,80637675,80838175,51,13579,13629,400275
C16orf61,16,C16orf61,81009698,81040496,4,13671,13674,400275
CENPN,16,CENPN,81040102,81066709,6,13675,13680,400275
ATMIN,16,ATMIN,81069457,81080951,4,13681,13684,400275
C16orf46,16,C16orf46,81087101,81110872,5,13685,13689,400275
GCSH,16,GCSH,81115928,81129980,3,13690,13692,400275
PKD1L2,16,PKD1L2,81134483,81253975,96,13693,13788,400275
BCMO1,16,BCMO1,81272295,81324747,18,13796,13813,400275
GAN,16,GAN,81348574,81413940,15,13818,13832,400275
CMIP,16,CMIP,81478774,81745367,113,13861,13973,400275
PLCG2,16,PLCG2,81812929,81991899,67,14002,14068,400275
HSPC105,16,HSPC105,82031250,82045093,7,14085,14091,400275
HSD17B2,16,HSD17B2,82068862,82132137,16,14097,14112,400275
MPHOSPH6,16,MPHOSPH6,82181766,82203829,7,14129,14135,400275
CDH13,16,CDH13,82660577,83830199,413,14268,14680,400275
MLYCD,16,MLYCD,83932729,83949787,9,14703,14711,400275
OSGIN1,16,OSGIN1,83982671,83999937,10,14722,14731,400275
NECAB2,16,NECAB2,84002236,84036379,16,14733,14748,400275
SLC38A8,16,SLC38A8,84043388,84075762,19,14757,14775,400275
MBTPS1,16,MBTPS1,84087368,84150517,15,14780,14794,400275
HSDL1,16,HSDL1,84155887,84178764,6,14795,14800,400275
LRRC50,16,LRRC50,84178864,84211524,12,14801,14812,400275
TAF1C,16,TAF1C,84211460,84220662,9,14812,14820,400275
ADAD2,16,ADAD2,84224743,84230772,4,14823,14826,400275
KCNG4,16,KCNG4,84255822,84273356,13,14842,14854,400275
WFDC1,16,WFDC1,84328400,84363450,18,14886,14903,400275
ATP2C2,16,ATP2C2,84402132,84497793,39,14920,14958,400275
KIAA1609,16,KIAA1609,84511108,84538293,17,14964,14980,400275
COTL1,16,COTL1,84599203,84651669,29,15015,15043,400275
KLHL36,16,KLHL36,84682130,84695916,7,15052,15058,400275
USP10,16,USP10,84733554,84813527,25,15072,15096,400275
CRISPLD2,16,CRISPLD2,84853611,84943114,27,15116,15142,400275
ZDHHC7,16,ZDHHC7,85008071,85045141,8,15180,15187,400275
KIAA0513,16,KIAA0513,85061409,85127828,15,15191,15205,400275
FAM92B,16,FAM92B,85131964,85146114,5,15207,15211,400275
KIAA0182,16,KIAA0182,85646923,85709812,23,15423,15445,400275
GINS2,16,GINS2,85711279,85722580,3,15447,15449,400275
C16orf74,16,C16orf74,85741123,85784689,10,15453,15462,400275
COX4NB,16,COX4NB,85812234,85833100,5,15472,15476,400275
COX4I1,16,COX4I1,85833195,85840607,2,15477,15478,400275
IRF8,16,IRF8,85932773,85956211,6,15510,15515,400275
MTHFSD,16,MTHFSD,86563781,86588841,8,15821,15828,400275
FOXL1,16,FOXL1,86612114,86615304,2,15833,15834,400275
FBXO31,16,FBXO31,87362941,87417363,12,16136,16147,400275
MAP1LC3B,16,MAP1LC3B,87425818,87438380,5,16149,16153,400275
ZCCHC14,16,ZCCHC14,87439851,87525460,16,16154,16169,400275
JPH3,16,JPH3,87636498,87731761,36,16183,16218,400275
KLHDC4,16,KLHDC4,87741417,87799542,16,16223,16238,400275
SLC7A5,16,SLC7A5,87863628,87903100,17,16261,16277,400275
CA5A,16,CA5A,87921624,87970112,10,16284,16293,400275
BANP,16,BANP,87985037,88110924,21,16300,16320,400275
ZNF469,16,ZNF469,88493878,88507165,9,16399,16407,400275
ZFPM1,16,ZFPM1,88520013,88601574,21,16410,16430,400275
C16orf85,16,C16orf85,88620111,88636548,5,16439,16443,400275
ZC3H18,16,ZC3H18,88636843,88698257,15,16444,16458,400275
CYBA,16,CYBA,88709696,88717457,5,16463,16467,400275
MVD,16,MVD,88718347,88729495,5,16468,16472,400275
SNAI3,16,SNAI3,88744089,88752882,2,16478,16479,400275
RNF166,16,RNF166,88762908,88772800,7,16482,16488,400275
C16orf84,16,C16orf84,88772890,88781786,8,16489,16496,400275
CDT1,16,CDT1,88870185,88875666,2,16535,16536,400275
GALNS,16,GALNS,88880141,88923374,16,16538,16553,400275
TRAPPC2L,16,TRAPPC2L,88923505,88927520,3,16554,16556,400275
CBFA2T3,16,CBFA2T3,88941266,89043401,35,16560,16594,400275
ACSF3,16,ACSF3,89160253,89222169,18,16626,16643,400275
CDH15,16,CDH15,89238162,89261900,5,16647,16651,400275
ZNF778,16,ZNF778,89284110,89295363,7,16655,16661,400275
ANKRD11,16,ANKRD11,89334034,89556969,38,16673,16710,400275
SPG7,16,SPG7,89574804,89624174,8,16715,16722,400275
CPNE7,16,CPNE7,89642175,89663654,10,16725,16734,400275
DPEP1,16,DPEP1,89679715,89704839,5,16738,16742,400275
C16orf55,16,C16orf55,89724209,89737675,7,16745,16751,400275
CDK10,16,CDK10,89753075,89762762,4,16754,16757,400275
C16orf7,16,C16orf7,89773540,89787394,3,16760,16762,400275
ZNF276,16,ZNF276,89787392,89807332,7,16763,16769,400275
FANCA,16,FANCA,89803958,89883065,24,16768,16791,400275
SPIRE2,16,SPIRE2,89894906,89937727,7,16792,16798,400275
TCF25,16,TCF25,89940025,89977786,6,16799,16804,400275
MC1R,16,MC1R,89984286,89987385,5,16807,16811,400275
DEF8,16,DEF8,90015150,90034467,9,16816,16824,400275
DBNDD1,16,DBNDD1,90071278,90085937,3,16835,16837,400275
GAS8,16,GAS8,90089007,90111379,9,16838,16846,400275
PRDM7,16,PRDM7,90122973,90142338,5,16848,16852,400275
RPH3AL,17,RPH3AL,62293,202576,69,17,85,417132
LOC400566,17,LOC400566,260117,264367,2,101,102,417132
FAM101B,17,FAM101B,289770,295731,3,110,112,417132
VPS53,17,VPS53,414729,618096,42,120,161,417132
FAM57A,17,FAM57A,635846,646075,6,168,173,417132
GEMIN4,17,GEMIN4,647660,655501,7,174,180,417132
GLOD4,17,GLOD4,662569,685547,4,183,186,417132
RNMTL1,17,RNMTL1,685512,695741,5,187,191,417132
NXN,17,NXN,702584,883010,108,199,306,417132
ABR,17,ABR,906758,1083131,89,311,399,417132
TUSC5,17,TUSC5,1182956,1204281,9,437,445,417132
YWHAE,17,YWHAE,1247842,1303517,10,463,472,417132
CRK,17,CRK,1325457,1359544,5,479,483,417132
MYO1C,17,MYO1C,1367479,1396001,13,485,497,417132
SKIP,17,SKIP,1397870,1419954,5,498,502,417132
PITPNA,17,PITPNA,1421282,1466110,10,503,512,417132
SLC43A2,17,SLC43A2,1477695,1532130,24,518,541,417132
SCARF1,17,SCARF1,1537151,1549041,7,544,550,417132
RILP,17,RILP,1549444,1553392,2,551,552,417132
PRPF8,17,PRPF8,1553922,1588176,13,553,565,417132
C17orf91,17,C17orf91,1614802,1619505,2,573,574,417132
WDR81,17,WDR81,1619829,1641879,10,576,585,417132
SERPINF2,17,SERPINF2,1646129,1658559,8,586,593,417132
SERPINF1,17,SERPINF1,1665258,1680868,6,597,602,417132
SMYD4,17,SMYD4,1682828,1733175,14,603,616,417132
RPA1,17,RPA1,1733272,1802848,18,617,634,417132
RTN4RL1,17,RTN4RL1,1837970,1928178,33,644,676,417132
DPH1,17,DPH1,1933430,1946725,3,677,679,417132
SMG6,17,SMG6,1963132,2207069,31,683,713,417132
SRR,17,SRR,2207247,2228553,4,714,717,417132
TSR1,17,TSR1,2225981,2240678,3,717,719,417132
SGSM2,17,SGSM2,2240805,2284348,18,720,737,417132
MNT,17,MNT,2287353,2304258,7,739,745,417132
LOC284009,17,LOC284009,2310274,2318730,4,748,751,417132
METT10D,17,METT10D,2319347,2415200,16,752,767,417132
PAFAH1B1,17,PAFAH1B1,2496922,2588909,9,779,787,417132
KIAA0664,17,KIAA0664,2592679,2614927,2,789,790,417132
GARNL4,17,GARNL4,2699731,2941035,102,816,917,417132
OR1A2,17,OR1A2,3100812,3101742,3,955,957,417132
OR1A1,17,OR1A1,3118914,3119844,6,961,966,417132
OR3A4,17,OR3A4,3213604,3214651,6,982,987,417132
OR3A3,17,OR3A3,3323861,3324827,2,999,1000,417132
SPATA22,17,SPATA22,3343313,3375037,7,1003,1009,417132
ASPA,17,ASPA,3377403,3402700,11,1012,1022,417132
TRPV3,17,TRPV3,3416485,3461289,27,1026,1052,417132
TRPV1,17,TRPV1,3468739,3512705,18,1055,1072,417132
SHPK,17,SHPK,3511555,3539616,12,1071,1082,417132
CTNS,17,CTNS,3539761,3566397,7,1083,1089,417132
TAX1BP3,17,TAX1BP3,3566188,3571973,3,1090,1092,417132
P2RX5,17,P2RX5,3576521,3599583,8,1096,1103,417132
ITGAE,17,ITGAE,3617918,3704537,33,1109,1141,417132
GSG2,17,GSG2,3627196,3629992,5,1111,1115,417132
C17orf85,17,C17orf85,3714459,3749540,11,1145,1155,417132
CAMKK1,17,CAMKK1,3763616,3796337,20,1159,1178,417132
P2RX1,17,P2RX1,3799884,3819960,8,1179,1186,417132
ATP2A3,17,ATP2A3,3827168,3867736,19,1192,1210,417132
ZZEF1,17,ZZEF1,3907738,4046253,30,1218,1247,417132
CYB5D2,17,CYB5D2,4046461,4060991,4,1248,1251,417132
ANKFY1,17,ANKFY1,4066664,4167274,12,1253,1264,417132
UBE2G1,17,UBE2G1,4172511,4269969,15,1266,1280,417132
SPNS3,17,SPNS3,4337218,4391499,28,1305,1332,417132
SPNS2,17,SPNS2,4402128,4443228,19,1337,1355,417132
MYBBP1A,17,MYBBP1A,4442190,4458681,14,1356,1369,417132
GGT6,17,GGT6,4460221,4463876,3,1373,1375,417132
SMTNL2,17,SMTNL2,4487275,4511614,12,1385,1396,417132
ALOX15,17,ALOX15,4534213,4544960,3,1402,1404,417132
PELP1,17,PELP1,4574678,4607632,2,1412,1413,417132
ARRB2,17,ARRB2,4613788,4624795,4,1415,1418,417132
CXCL16,17,CXCL16,4636827,4643223,7,1426,1432,417132
ZMYND15,17,ZMYND15,4643336,4649407,3,1433,1435,417132
TM4SF5,17,TM4SF5,4675186,4686506,3,1444,1446,417132
PSMB6,17,PSMB6,4699456,4701790,2,1450,1451,417132
PLD2,17,PLD2,4710420,4726727,7,1456,1462,417132
MINK1,17,MINK1,4736682,4801356,25,1463,1487,417132
GP1BA,17,GP1BA,4835591,4838325,2,1496,1497,417132
RNF167,17,RNF167,4843629,4848517,2,1499,1500,417132
ENO3,17,ENO3,4854385,4860424,2,1501,1502,417132
CAMTA2,17,CAMTA2,4871292,4890931,7,1504,1510,417132
KIF1C,17,KIF1C,4901275,4927996,5,1512,1516,417132
GPR172B,17,GPR172B,4935896,4938727,2,1517,1518,417132
ZFP3,17,ZFP3,4981753,4999669,5,1527,1531,417132
USP6,17,USP6,5031686,5078324,7,1535,1541,417132
ZNF594,17,ZNF594,5082830,5095178,4,1542,1545,417132
C17orf87,17,C17orf87,5113900,5138083,9,1547,1555,417132
RABEP1,17,RABEP1,5185557,5289132,17,1562,1578,417132
NUP88,17,NUP88,5289419,5322996,8,1579,1586,417132
RPAIN,17,RPAIN,5322960,5336196,4,1587,1590,417132
DHX33,17,DHX33,5345590,5372181,8,1592,1599,417132
NLRP1,17,NLRP1,5404718,5487832,15,1604,1618,417132
WSCD1,17,WSCD1,5973933,6027747,29,1786,1814,417132
AIPL1,17,AIPL1,6327058,6338519,6,1903,1908,417132
FAM64A,17,FAM64A,6347794,6354384,5,1911,1915,417132
PITPNM3,17,PITPNM3,6354582,6459877,28,1916,1943,417132
KIAA0753,17,KIAA0753,6481644,6544247,21,1950,1970,417132
SLC13A5,17,SLC13A5,6588038,6616664,17,1992,2008,417132
XAF1,17,XAF1,6659155,6678964,5,2021,2025,417132
FBXO39,17,FBXO39,6679571,6690965,7,2026,2032,417132
TEKT1,17,TEKT1,6703299,6735060,11,2039,2049,417132
ALOX12,17,ALOX12,6899383,6914055,5,2087,2091,417132
BCL6B,17,BCL6B,6926368,6932961,3,2093,2095,417132
CLEC10A,17,CLEC10A,6977855,6983600,6,2107,2112,417132
ASGR2,17,ASGR2,7004640,7018128,7,2117,2123,417132
DLG4,17,DLG4,7093209,7123057,6,2144,2149,417132
DVL2,17,DVL2,7128660,7137863,6,2151,2156,417132
C17orf81,17,C17orf81,7155371,7163259,2,2159,2160,417132
EIF5A,17,EIF5A,7210968,7215774,2,2170,2171,417132
GPS2,17,GPS2,7215977,7218658,4,2172,2175,417132
KIAA1787,17,KIAA1787,7218950,7232638,4,2176,2179,417132
CENTB1,17,CENTB1,7239872,7254793,7,2182,2188,417132
TNK1,17,TNK1,7284364,7293092,5,2195,2199,417132
PLSCR3,17,PLSCR3,7293054,7297843,2,2200,2201,417132
NLGN2,17,NLGN2,7311501,7323179,7,2205,2211,417132
C17orf74,17,C17orf74,7328934,7330886,2,2213,2214,417132
NB1,17,NB1,7348405,7360932,5,2218,2222,417132
ZBTB4,17,ZBTB4,7362684,7387568,6,2223,2228,417132
POLR2A,17,POLR2A,7387849,7417931,11,2229,2239,417132
TNFSF12,17,TNFSF12,7452374,7461207,3,2249,2251,417132
TNFSF12-TNFSF13,17,TNFSF12-TNFSF13,7452415,7464925,5,2249,2253,417132
TNFSF13,17,TNFSF13,7461615,7464918,2,2252,2253,417132
MPDU1,17,MPDU1,7487129,7491523,2,2257,2258,417132
FXR2,17,FXR2,7494547,7518071,2,2259,2260,417132
SAT2,17,SAT2,7529555,7531164,2,2261,2262,417132
SHBG,17,SHBG,7533490,7536670,2,2263,2264,417132
TP53,17,TP53,7571719,7590863,5,2272,2276,417132
EFNB3,17,EFNB3,7608519,7614693,2,2278,2279,417132
DNAH2,17,DNAH2,7623038,7737058,29,2283,2311,417132
JMJD3,17,JMJD3,7743234,7758118,2,2314,2315,417132
LSMD1,17,LSMD1,7760002,7761172,2,2317,2318,417132
CHD3,17,CHD3,7788122,7816075,6,2325,2330,417132
CNTROB,17,CNTROB,7835472,7852896,2,2332,2333,417132
GUCY2D,17,GUCY2D,7905987,7923658,2,2341,2342,417132
ALOX15B,17,ALOX15B,7942357,7952451,5,2349,2353,417132
ALOX12B,17,ALOX12B,7975953,7991021,5,2365,2369,417132
ALOXE3,17,ALOXE3,7999217,8021860,8,2373,2380,417132
TMEM107,17,TMEM107,8076295,8079714,2,2389,2390,417132
C17orf68,17,C17orf68,8130192,8151413,5,2401,2405,417132
PFAS,17,PFAS,8152636,8173803,7,2406,2412,417132
SLC25A35,17,SLC25A35,8191081,8198170,2,2414,2415,417132
ARHGEF15,17,ARHGEF15,8213589,8225829,6,2420,2425,417132
ODF4,17,ODF4,8243187,8249363,4,2428,2431,417132
NDEL1,17,NDEL1,8339178,8371481,6,2448,2453,417132
MYH10,17,MYH10,8377529,8534036,19,2458,2476,417132
CCDC42,17,CCDC42,8633251,8648154,8,2508,2515,417132
LOC388333,17,LOC388333,8656423,8661877,4,2517,2520,417132
FLJ35773,17,FLJ35773,8700480,8702583,3,2529,2531,417132
PIK3R6,17,PIK3R6,8706054,8770994,20,2532,2551,417132
PIK3R5,17,PIK3R5,8783412,8815834,8,2554,2561,417132
NTN1,17,NTN1,8924858,9147317,79,2591,2669,417132
STX8,17,STX8,9153787,9479275,87,2671,2757,417132
WDR16,17,WDR16,9479943,9546776,14,2758,2771,417132
USP43,17,USP43,9548949,9633003,19,2772,2790,417132
DHRS7C,17,DHRS7C,9674754,9694601,12,2808,2819,417132
GLP2R,17,GLP2R,9729380,9793022,21,2844,2864,417132
RCVRN,17,RCVRN,9801026,9808684,3,2867,2869,417132
GAS7,17,GAS7,9813925,10101868,127,2872,2998,417132
MYH13,17,MYH13,10204182,10276322,34,3043,3076,417132
MYH8,17,MYH8,10293641,10325267,5,3078,3082,417132
MYH4,17,MYH4,10346607,10372876,8,3086,3093,417132
MYH1,17,MYH1,10395623,10421859,3,3097,3099,417132
MYH2,17,MYH2,10424464,10453017,3,3100,3102,417132
MYH3,17,MYH3,10531842,10559465,10,3114,3123,417132
SCO1,17,SCO1,10583648,10600885,2,3135,3136,417132
C17orf48,17,C17orf48,10600926,10614875,3,3137,3139,417132
TMEM220,17,TMEM220,10616638,10633646,2,3140,3141,417132
LOC644139,17,LOC644139,10725791,10741418,5,3161,3165,417132
DNAH9,17,DNAH9,11501747,11873065,92,3371,3462,417132
ZNF18,17,ZNF18,11880761,11900689,3,3463,3465,417132
MAP2K4,17,MAP2K4,11924134,12047051,18,3468,3485,417132
MYOCD,17,MYOCD,12569505,12666961,30,3623,3652,417132
RICH2,17,RICH2,12692828,12894960,45,3663,3707,417132
ELAC2,17,ELAC2,12895701,12921359,6,3708,3713,417132
HS3ST3A1,17,HS3ST3A1,13399005,13505244,33,3859,3891,417132
COX10,17,COX10,13972718,14111996,30,4042,4071,417132
HS3ST3B1,17,HS3ST3B1,14204505,14249492,25,4094,4118,417132
FLJ45831,17,FLJ45831,14670899,14683520,5,4240,4244,417132
PMP22,17,PMP22,15133095,15168644,9,4358,4366,417132
TEKT3,17,TEKT3,15207128,15244899,7,4374,4380,417132
CDRT4,17,CDRT4,15339337,15370925,8,4417,4424,417132
FAM18B2,17,FAM18B2,15405578,15466845,7,4432,4438,417132
CDRT1,17,CDRT1,15491976,15523018,6,4441,4446,417132
TRIM16,17,TRIM16,15531279,15586193,11,4448,4458,417132
ZNF286A,17,ZNF286A,15603328,15621238,3,4461,4463,417132
TBC1D26,17,TBC1D26,15635590,15648098,3,4464,4466,417132
ADORA2B,17,ADORA2B,15848230,15879210,4,4481,4484,417132
ZSWIM7,17,ZSWIM7,15879874,15903006,4,4485,4488,417132
TTC19,17,TTC19,15902781,15932096,3,4489,4491,417132
NCOR1,17,NCOR1,15935257,16118845,19,4492,4510,417132
PIGL,17,PIGL,16120508,16229573,11,4511,4521,417132
TRPV2,17,TRPV2,16318887,16340317,5,4533,4537,417132
C17orf45,17,C17orf45,16342361,16345340,2,4540,4541,417132
C17orf76,17,C17orf76,16345327,16395480,8,4542,4549,417132
ZNF287,17,ZNF287,16453630,16472520,3,4566,4568,417132
ZNF624,17,ZNF624,16524047,16557158,5,4576,4580,417132
TNFRSF13B,17,TNFRSF13B,16842397,16875402,11,4597,4607,417132
MPRIP,17,MPRIP,16946106,17088873,13,4624,4636,417132
FLCN,17,FLCN,17115526,17140502,4,4644,4647,417132
COPS3,17,COPS3,17150138,17184591,4,4650,4653,417132
NT5M,17,NT5M,17206679,17250977,13,4655,4667,417132
MED9,17,MED9,17380299,17396534,3,4711,4713,417132
PEMT,17,PEMT,17408876,17494994,14,4716,4729,417132
RAI1,17,RAI1,17584786,17714765,10,4739,4748,417132
SREBF1,17,SREBF1,17715385,17740325,8,4749,4756,417132
TOM1L2,17,TOM1L2,17746821,17875784,15,4757,4771,417132
LRRC48,17,LRRC48,17876126,17920189,4,4772,4775,417132
ATPAF2,17,ATPAF2,17921333,17942480,2,4776,4777,417132
C17orf39,17,C17orf39,17942610,17971718,3,4778,4780,417132
DRG2,17,DRG2,17991282,18011292,9,4787,4795,417132
MYO15A,17,MYO15A,18012019,18083116,24,4797,4820,417132
ALKBH5,17,ALKBH5,18086866,18113267,4,4821,4824,417132
LLGL1,17,LLGL1,18128935,18148188,4,4834,4837,417132
FLII,17,FLII,18148152,18162055,3,4838,4840,417132
TOP3A,17,TOP3A,18177234,18218321,4,4843,4846,417132
SMCR8,17,SMCR8,18218593,18231370,8,4847,4854,417132
SHMT1,17,SHMT1,18231186,18266856,5,4855,4859,417132
TBC1D28,17,TBC1D28,18538841,18547740,2,4866,4867,417132
FBXW10,17,FBXW10,18647325,18682662,2,4879,4880,417132
FAM18B,17,FAM18B,18684581,18710026,2,4881,4882,417132
PRPSAP2,17,PRPSAP2,18761491,18834580,11,4885,4895,417132
SLC5A10,17,SLC5A10,18855477,18924003,29,4901,4929,417132
FAM83G,17,FAM83G,18874380,18908060,8,4913,4920,417132
GRAP,17,GRAP,18923989,18950336,2,4930,4931,417132
EPN2,17,EPN2,19140689,19240028,14,4932,4945,417132
B9D1,17,B9D1,19246482,19266046,3,4946,4948,417132
SLC47A1,17,SLC47A1,19437166,19482346,10,4970,4979,417132
ALDH3A2,17,ALDH3A2,19552063,19580908,6,4982,4987,417132
SLC47A2,17,SLC47A2,19581627,19620043,8,4989,4996,417132
ALDH3A1,17,ALDH3A1,19641297,19651608,2,4999,5000,417132
ULK2,17,ULK2,19677465,19771230,13,5007,5019,417132
AKAP10,17,AKAP10,19808749,19881129,4,5027,5030,417132
SPECC1,17,SPECC1,19990334,20218067,21,5040,5060,417132
MGC87631,17,MGC87631,20766707,20799453,2,5091,5092,417132
USP22,17,USP22,20902905,20946352,9,5107,5115,417132
DHRS7B,17,DHRS7B,21030257,21094836,8,5125,5132,417132
TMEM11,17,TMEM11,21101262,21117707,5,5134,5138,417132
MGC33894,17,MGC33894,21142183,21156578,5,5144,5148,417132
MAP2K3,17,MAP2K3,21187967,21218551,2,5158,5159,417132
KCNJ12,17,KCNJ12,21279698,21323179,12,5169,5180,417132
WSB1,17,WSB1,25621105,25640645,5,5288,5292,417132
KSR1,17,KSR1,25799035,25950718,36,5313,5348,417132
LGALS9,17,LGALS9,25958173,25976586,3,5351,5353,417132
NOS2A,17,NOS2A,26083791,26127555,10,5365,5374,417132
LOC201229,17,LOC201229,26205339,26220409,2,5387,5388,417132
NLK,17,NLK,26369687,26523404,14,5415,5428,417132
FLJ40504,17,FLJ40504,26603607,26634017,4,5434,5437,417132
TMEM97,17,TMEM97,26646120,26655711,4,5441,5444,417132
IFT20,17,IFT20,26655352,26662495,2,5445,5446,417132
TNFAIP1,17,TNFAIP1,26662785,26674033,4,5447,5450,417132
TMEM199,17,TMEM199,26684686,26689089,3,5452,5454,417132
SEBOX,17,SEBOX,26691289,26694987,3,5455,5457,417132
VTN,17,VTN,26694298,26697373,2,5456,5457,417132
SARM1,17,SARM1,26698986,26728065,4,5458,5461,417132
SLC13A2,17,SLC13A2,26800663,26824387,6,5479,5484,417132
FOXN1,17,FOXN1,26850958,26865175,7,5492,5498,417132
SPAG5,17,SPAG5,26904582,26926056,3,5501,5503,417132
KIAA0100,17,KIAA0100,26941457,26972173,2,5504,5505,417132
SUPT6H,17,SUPT6H,26989301,27029249,4,5506,5509,417132
PROCA1,17,PROCA1,27030533,27038872,3,5510,5512,417132
TLCD1,17,TLCD1,27051375,27053226,2,5514,5515,417132
NEK8,17,NEK8,27055831,27069784,2,5516,5517,417132
C17orf63,17,C17orf63,27082995,27169841,6,5519,5524,417132
FLOT2,17,FLOT2,27206356,27224715,5,5529,5533,417132
PHF12,17,PHF12,27232270,27278508,3,5535,5537,417132
SEZ6,17,SEZ6,27281946,27333081,6,5538,5543,417132
MYO18A,17,MYO18A,27400527,27507407,12,5555,5566,417132
